to_usgs, from_usgs
14209250, "{14209000}"
11290000, "{11289650}"
10301600, "{10301500}"
12189500, "{}"
06891850, "{}"
08188500, "{08188060}"
03454500, "{03453500}"
13250000, "{13249500}"
04292000, "{}"
02077303, "{02077200}"
10296500, "{10296000}"
06720990, "{06720820}"
0212430293, "{0212427947}"
06820500, "{06820410}"
03145000, "{03144816}"
03333700, "{03333450}"
08383500, "{08382830}"
12465000, "{12464800}"
05572000, "{05570910}"
05518000, "{05517530}"
01203510, "{012035055}"
13060000, "{13057155}"
11118500, "{11114495}"
08406000, "{08405500}"
08189998, "{0818999010}"
021473428, "{021473426}"
01381800, "{01381500}"
09171100, "{09169500}"
08162500, "{08162000}"
03334000, "{03333700}"
10312000, "{10311750}"
11176500, "{11176400}"
05466500, "{05466000}"
09171310, "{09171240}"
09346400, "{09342500}"
08255500, "{08254000}"
03353800, "{03353670}"
06819500, "{06819185}"
01427510, "{01427207}"
14330000, "{14328000}"
07363000, "{07362587}"
01671020, "{01670400}"
07091200, "{07087050}"
11482500, "{11481500}"
03336900, "{03336890}"
09174600, "{09172500}"
02082585, "{0208250410}"
053813595, "{05381000}"
02256500, "{02255600}"
06890900, "{06890100}"
01454700, "{01453000}"
03127000, "{03126000}"
12148300, "{12148000}"
06414000, "{06412810}"
08098290, "{08096500}"
10301720, "{10301600}"
09418500, "{09417500}"
02298608, "{02298554}"
04267500, "{04266500}"
03281500, "{03281100}"
06896900, "{06896400}"
02233484, "{02233475}"
02074000, "{02073000}"
08171300, "{08171290}"
05382267, "{05382257}"
03029500, "{03029000}"
02021500, "{02020500}"
05080000, "{05079000}"
01573000, "{01572190}"
02321898, "{02321500}"
02220900, "{02220788}"
03289200, "{03289193}"
01098530, "{01098500}"
10134500, "{10133980}"
01613095, "{01613050}"
01364500, "{01363556}"
07169500, "{07167500}"
12090500, "{12090400}"
384037104472001, "{}"
12448000, "{12447390}"
01545000, "{01544500}"
08176900, "{}"
12200500, "{12194000}"
08185065, "{08185000}"
06340500, "{06340010}"
01053500, "{01052500}"
06847000, "{06846500}"
03284533, "{03284525}"
02173500, "{02173212}"
06799350, "{06799315}"
04188100, "{04187100}"
09037500, "{09036000}"
14170000, "{14169000}"
02299472, "{02299450}"
10336610, "{103366092}"
05585000, "{05584500}"
07325000, "{07324400}"
01030500, "{01030350}"
01589025, "{01589000}"
02172558, "{02172300}"
05406500, "{05406479}"
06040000, "{06038800}"
01332500, "{01331500}"
11466200, "{11466170}"
10297500, "{10296500}"
01104430, "{}"
08173000, "{08172400}"
01318500, "{01315500}"
01445500, "{01445000}"
09237500, "{09237450}"
13018350, "{13018300}"
07159750, "{07240000}"
03032500, "{03031882}"
04086000, "{}"
02372430, "{02372422}"
03262000, "{03261950}"
10351650, "{10351600}"
05055300, "{05054500}"
02448500, "{02448000}"
10344500, "{10344400}"
08074000, "{08073700}"
07075270, "{07075250}"
11016200, "{11015000}"
07074420, "{07072500}"
05517530, "{05517500}"
08396500, "{08395500}"
02160700, "{02160390}"
06863500, "{06863420}"
09147500, "{09147025}"
05594800, "{05594450}"
02312558, "{02312500}"
03323000, "{}"
01127000, "{01125500}"
07103990, "{07103980}"
05427530, "{05427085}"
06436190, "{06436180}"
01361000, "{01360640}"
05500000, "{05498700}"
01351500, "{01350355}"
05425500, "{05424057}"
07375500, "{07375280}"
07238000, "{07237500}"
12093500, "{12092000}"
01547500, "{01547200}"
10140700, "{10140100}"
07375960, "{07375800}"
04147500, "{04146063}"
04282000, "{}"
02073000, "{02072500}"
07303000, "{07301500}"
02312645, "{02312640}"
02052090, "{02052000}"
03082500, "{03081500}"
08063100, "{08063048}"
04137005, "{04136900}"
10348200, "{10348036}"
10265150, "{373829118505801}"
08080505, "{08080500}"
03352162, "{033521504}"
04071765, "{04071000}"
02478500, "{02477500}"
05355024, "{05354500}"
02239501, "{}"
12323720, "{12323710}"
11460600, "{11460400}"
07331383, "{07331300}"
01582000, "{01581960}"
08126380, "{08124000}"
08266820, "{08265000}"
02318380, "{02318000}"
13305310, "{13305000}"
07048600, "{07048550}"
14111400, "{14107000}"
07160500, "{07160350}"
01480685, "{01480675}"
07194933, "{07194906}"
04066003, "{04065722}"
01391500, "{01391102}"
13042500, "{}"
06392950, "{06392900}"
08095200, "{08095000}"
08155500, "{08155400}"
04185000, "{04184500}"
11463200, "{11463170}"
02315550, "{02315500}"
03404500, "{03404000}"
03284230, "{}"
09041400, "{09041090}"
03145173, "{03145000}"
06620000, "{06614800}"
01413408, "{01413398}"
01543700, "{01543693}"
05536195, "{05536190}"
09240020, "{09239500}"
04121500, "{04121300}"
01480700, "{01480685}"
02055000, "{02054530}"
02274010, "{02274005}"
07030050, "{07029500}"
01585100, "{01585090}"
02414715, "{02414500}"
07179500, "{07179300}"
01431500, "{01430000}"
02328522, "{02327500}"
05524500, "{05522500}"
07263012, "{07261500}"
02300018, "{02300017}"
02320500, "{}"
08166200, "{08166140}"
13333000, "{13331500}"
06869500, "{06868850}"
08033000, "{08032500}"
10260500, "{10260855}"
03283500, "{03282500}"
06863000, "{06862850}"
05536179, "{05536162}"
03029000, "{03028500}"
13108150, "{13105000}"
07077000, "{07076750}"
06188000, "{06187915}"
06904010, "{06903900}"
01629500, "{01628500}"
05517000, "{05516665}"
07010055, "{07010040}"
08104100, "{08103940}"
08167500, "{08167000}"
06476000, "{06475000}"
07050700, "{07050690}"
06410000, "{06409000}"
06411500, "{06410500}"
14206950, "{14206900}"
12350250, "{12344000}"
06018500, "{06017000}"
12148000, "{12147600}"
07378000, "{}"
08155400, "{08155300}"
03433500, "{03432400}"
05333500, "{05331833}"
02112250, "{02112000}"
12439500, "{}"
14357500, "{14354200}"
03099500, "{03098600}"
02045320, "{02044500}"
09419756, "{09419753}"
08382500, "{08382000}"
08171000, "{08170950}"
03024000, "{03023100}"
10338000, "{10337500}"
13192200, "{13190500}"
03066000, "{}"
12099200, "{12097850}"
07189542, "{07189540}"
01094500, "{01094400}"
14209500, "{14209250}"
02482550, "{02482000}"
02307359, "{02307323}"
06817500, "{06817000}"
08330875, "{08330000}"
01525500, "{01524500}"
12413210, "{12413131}"
06714500, "{06714400}"
03228500, "{03228300}"
08394033, "{08394024}"
12031000, "{12027500}"
07103800, "{07103797}"
08134250, "{08134000}"
09169500, "{09168730}"
06470500, "{06470000}"
0208758850, "{02087580}"
03267000, "{03266560}"
08091000, "{08090905}"
08208000, "{08207500}"
12404900, "{12404500}"
07052100, "{07052000}"
06808500, "{06807410}"
06436180, "{}"
02224500, "{02223500}"
06865500, "{06864500}"
05464420, "{05464315}"
08355050, "{08354900}"
03540500, "{03539800}"
02233500, "{02233484}"
02462000, "{02461500}"
05357215, "{05357206}"
12143900, "{12143700}"
01410820, "{01410784}"
02235000, "{02234990}"
11463000, "{11462500}"
07159100, "{07158000}"
01467000, "{01466900}"
14033500, "{14020850}"
03282290, "{03282120}"
06464500, "{06464100}"
11134000, "{11133000}"
05100000, "{05099600}"
13058000, "{13057940}"
02349605, "{02347500}"
06913500, "{06913000}"
05112000, "{05107500}"
03604400, "{03604000}"
08082000, "{08080700}"
06016000, "{06012500}"
04125460, "{04124500}"
06281000, "{06280300}"
02309421, "{02309415}"
14038530, "{14036860}"
11266500, "{11264500}"
14034608, "{14034500}"
03182500, "{03180500}"
08020450, "{08020000}"
01543500, "{01543000}"
05056000, "{05055400}"
02087275, "{0208726005}"
08159500, "{08159200}"
01589035, "{01589025}"
10308789, "{10308784}"
03287000, "{03286500}"
06063000, "{06062500}"
02095500, "{02095271}"
02458600, "{02458502}"
02085070, "{02085000}"
07288521, "{333420090445900}"
13058510, "{13058000}"
01118000, "{01117800}"
02234324, "{02234308}"
10338700, "{10338500}"
05424057, "{05423500}"
14163150, "{14162500}"
11136100, "{11135800}"
09404115, "{09404110}"
01125100, "{}"
08279000, "{08277470}"
03081500, "{03081000}"
10335000, "{10333000}"
09306222, "{09306200}"
08183500, "{08183200}"
06634620, "{06634060}"
06862850, "{06862700}"
06287800, "{06287000}"
02423400, "{02423397}"
02049500, "{02047783}"
11463682, "{11463500}"
01480015, "{01480000}"
02336240, "{02336152}"
07241800, "{07241550}"
02317500, "{02316000}"
01395000, "{01394500}"
01648000, "{01647850}"
01377500, "{01377370}"
06025250, "{06024580}"
07299540, "{07298500}"
07138020, "{07138000}"
10262500, "{10261500}"
05244000, "{05243725}"
09074500, "{}"
04232730, "{04232482}"
08155240, "{08155200}"
02051190, "{02051000}"
06317000, "{}"
08090905, "{08090800}"
01209700, "{012095493}"
12510500, "{12508990}"
07207000, "{07206000}"
09127000, "{09126000}"
06307500, "{06306300}"
09404900, "{09404450}"
08150700, "{08150000}"
05483600, "{05483450}"
09266500, "{}"
01627500, "{01626850}"
13055000, "{13052200}"
06174500, "{06172310}"
07017260, "{07017200}"
07250965, "{07250935}"
06471500, "{06471200}"
06867000, "{06866900}"
04041500, "{04040500}"
08143600, "{08143500}"
01553850, "{01553700}"
02336120, "{02336030}"
12462500, "{12459000}"
08068740, "{08068720}"
01389500, "{01389010}"
05548280, "{05548105}"
09503300, "{09503000}"
10346000, "{10344505}"
12323850, "{12323840}"
03341300, "{03340800}"
03118500, "{03118000}"
02225500, "{02225270}"
08405500, "{08405450}"
01100561, "{01100505}"
03303000, "{03302800}"
06601000, "{06600900}"
06024580, "{06024540}"
03498500, "{03497300}"
08384500, "{08383500}"
02392975, "{02392950}"
10327500, "{10325000}"
08057300, "{08057200}"
06041000, "{06040000}"
11465680, "{11465660}"
09494000, "{09492400}"
06449000, "{}"
05481650, "{05481300}"
06485500, "{06483950}"
06479438, "{06479215}"
09409100, "{09408400}"
04282650, "{}"
09095500, "{09085100}"
07311240, "{}"
07231000, "{07230500}"
10155200, "{10155000}"
02312598, "{02312558}"
04087070, "{04087050}"
11022480, "{11022200}"
12413860, "{12413500}"
01382500, "{01382385}"
05367500, "{053674967}"
06479770, "{06479525}"
10349980, "{10349849}"
02081942, "{02081747}"
09218500, "{09217900}"
07031650, "{07030500}"
06784000, "{06781600}"
03324000, "{03323587}"
01619500, "{01619000}"
08158813, "{08158810}"
04086600, "{04086500}"
06794000, "{06792500}"
09517000, "{09516500}"
03475000, "{03474000}"
06711575, "{06711570}"
14174000, "{14171600}"
01029500, "{01029200}"
11402000, "{11401920}"
05427910, "{05427880}"
01069500, "{01068910}"
14209000, "{14208700}"
03291500, "{03291000}"
10174500, "{10173450}"
08073700, "{08073600}"
02087324, "{02087275}"
02152474, "{02152100}"
02335870, "{023358685}"
01576787, "{01576767}"
08382000, "{08380500}"
12302055, "{480608115242901}"
09386950, "{09386900}"
04218000, "{04217000}"
03337570, "{03337000}"
01196500, "{01195490}"
01158000, "{01157000}"
02163001, "{02162500}"
06817700, "{06817500}"
03091500, "{03090500}"
05443500, "{05442300}"
02356000, "{02355662}"
11254000, "{}"
05055400, "{05055300}"
10155500, "{10155200}"
01197500, "{01197000}"
07290000, "{07289730}"
09205000, "{09196500}"
06085800, "{06082200}"
11251000, "{11224000}"
03042500, "{03042280}"
07339000, "{07338750}"
03575700, "{0357568980}"
08164390, "{}"
06868850, "{06868200}"
02181580, "{02181350}"
03601990, "{03601600}"
03150500, "{03150000}"
08194000, "{08193000}"
09362520, "{09361500}"
02344748, "{02344724}"
06625000, "{06623800}"
11087020, "{11085000}"
08045550, "{}"
04279000, "{}"
11348500, "{11345500}"
11123500, "{11123000}"
03011020, "{03010820}"
14242580, "{14240525}"
06285100, "{}"
06876440, "{06876000}"
12020000, "{}"
02319800, "{02319500}"
01532000, "{01531908}"
11462500, "{11462080}"
13127000, "{13120500}"
09520280, "{09519800}"
09024000, "{09022000}"
08136500, "{08136000}"
05570000, "{05569500}"
02130900, "{02130840}"
07128500, "{07126485}"
04195820, "{04195500}"
03601600, "{03600358}"
09426620, "{09426000}"
03410500, "{03410210}"
10092700, "{10068500}"
06181000, "{06178000}"
01534500, "{01534300}"
02489500, "{02489000}"
01507000, "{01505810}"
08211200, "{08211000}"
10183500, "{10174500}"
06311400, "{06311000}"
07064000, "{07063000}"
03301940, "{03301900}"
03041500, "{03041029}"
11102300, "{11101250}"
02374700, "{02374500}"
13046000, "{13042500}"
07191179, "{07191160}"
14211010, "{14210000}"
02197500, "{021973269}"
02215500, "{02215260}"
10150500, "{10149400}"
01382800, "{01382500}"
03302030, "{03302000}"
13132535, "{13132520}"
02054500, "{02053800}"
03431000, "{03430550}"
06026210, "{06025500}"
07300000, "{07299890}"
08124000, "{08123850}"
02303420, "{02303410}"
03225500, "{03223425}"
05527950, "{05527910}"
05354500, "{05353800}"
05365550, "{05365500}"
11156500, "{}"
08110800, "{08110500}"
05436500, "{05435950}"
05355092, "{05355024}"
06288400, "{06287800}"
05457700, "{}"
02423414, "{02423400}"
03348130, "{03348000}"
04240105, "{04240100}"
11109600, "{11109550}"
11465750, "{11465680}"
02088500, "{02088383}"
01124000, "{01123600}"
06893150, "{06893100}"
10129300, "{10128500}"
040871488, "{040871475}"
01374901, "{01374890}"
06446000, "{06445685}"
14093000, "{14092750}"
01447720, "{01447680}"
04242640, "{04242500}"
01064500, "{010642505}"
06274300, "{}"
05403000, "{05402000}"
03262700, "{03262500}"
09291000, "{09289500}"
06710605, "{06710385}"
01519200, "{01518862}"
02181350, "{02178400}"
02380500, "{02379500}"
02160326, "{02160325}"
06120500, "{06119600}"
13310199, "{13309220}"
08211900, "{08211800}"
04101800, "{04101535}"
05059500, "{05059300}"
07195855, "{07195800}"
03020000, "{03017500}"
07363200, "{07363000}"
02457595, "{02457000}"
02325000, "{02324400}"
11059300, "{11057500}"
02317620, "{02317500}"
08330000, "{08329928}"
04136500, "{04136000}"
04136000, "{04135700}"
08160400, "{08159500}"
03330500, "{03330241}"
05520500, "{05518000}"
03531500, "{03529500}"
05305000, "{05304500}"
02202190, "{02202040}"
04185318, "{04185000}"
06786000, "{06785500}"
01116000, "{01115630}"
05421000, "{05420680}"
0357568980, "{0357568650}"
01073500, "{01073319}"
08378500, "{08377900}"
02045500, "{02045320}"
10320000, "{10319900}"
0345577330, "{03455500}"
11464000, "{11463980}"
03070260, "{03069500}"
08178880, "{0817887350}"
05379500, "{05379400}"
08393610, "{08390800}"
07196500, "{07196090}"
01064118, "{01063310}"
08068450, "{08068400}"
02319394, "{}"
09166500, "{09165000}"
09404110, "{09404104}"
07301110, "{07300500}"
03510577, "{03508050}"
07143672, "{07143665}"
06479500, "{06479438}"
08049500, "{08049300}"
14013700, "{14013000}"
05594000, "{05593945}"
02047783, "{02047500}"
02397500, "{}"
06844500, "{06843500}"
06751490, "{06751150}"
05554500, "{05554300}"
04239000, "{}"
01480870, "{01480700}"
03271620, "{}"
04289000, "{}"
04182000, "{04181500}"
02375000, "{02374950}"
01495000, "{01494850}"
12113344, "{12113000}"
06406500, "{06406000}"
08100500, "{08100000}"
05411850, "{05411600}"
08033500, "{08033000}"
02320000, "{02319800}"
02461500, "{02461130}"
01433500, "{01432900}"
06935450, "{06934500}"
07346000, "{07344500}"
02307674, "{02307668}"
05355200, "{05355092}"
05059300, "{05059000}"
02484500, "{02484000}"
07061600, "{07061500}"
14151000, "{14150800}"
07239450, "{07239300}"
10133800, "{10133650}"
02436500, "{02435020}"
02225000, "{02224940}"
02341460, "{02339500}"
06835500, "{06834000}"
14113000, "{14111400}"
01594000, "{01593500}"
01048000, "{01047200}"
08153500, "{08152900}"
01155500, "{}"
03275000, "{03274650}"
03214500, "{03213700}"
03267900, "{03267000}"
11452500, "{11451800}"
01467087, "{01467086}"
07055680, "{07055660}"
03432400, "{03432350}"
040871475, "{040871473}"
01436690, "{01436000}"
03456100, "{0345577330}"
07312100, "{07311900}"
13132565, "{13132535}"
08083230, "{08083100}"
04217000, "{04216418}"
09415250, "{09415000}"
07081200, "{07079300}"
01644390, "{01644388}"
09306500, "{09306290}"
01135300, "{01135150}"
04087220, "{04087214}"
07104905, "{07104000}"
02329600, "{02329500}"
01595000, "{01594950}"
07142575, "{07142300}"
02233475, "{02233200}"
08202700, "{08201500}"
05590520, "{05590050}"
09413700, "{09413500}"
09143500, "{09143000}"
07188000, "{07187600}"
10348036, "{10348000}"
03021520, "{03021350}"
14018500, "{14015000}"
05052000, "{05051600}"
05426000, "{05425912}"
03379500, "{03378635}"
01053600, "{01053500}"
03322900, "{03322485}"
06295220, "{06295113}"
09038500, "{09037500}"
06891080, "{06891000}"
03353910, "{}"
02306647, "{02306500}"
09354500, "{09353800}"
09073400, "{09073300}"
01529500, "{01527500}"
05540130, "{05540095}"
01580520, "{01580000}"
08183200, "{08181800}"
08119500, "{08117995}"
08405150, "{08405105}"
01541303, "{01541200}"
05593945, "{05593900}"
05531500, "{05531300}"
03342000, "{03341500}"
08086212, "{08086050}"
02086849, "{0208675010}"
02075500, "{02075045}"
10312150, "{10312000}"
06449500, "{06449100}"
08186000, "{08185500}"
04172000, "{04170000}"
10317500, "{10317480}"
04117500, "{}"
01426500, "{01425000}"
12334510, "{12332000}"
04087159, "{040871488}"
10146000, "{10145400}"
06602400, "{06602020}"
08155300, "{08155240}"
06606600, "{06605850}"
04250200, "{04249200}"
12323600, "{12323250}"
02303410, "{02303400}"
01583600, "{01583580}"
05422600, "{}"
01374701, "{0137462010}"
06228000, "{06227600}"
03432350, "{0343233905}"
08067650, "{08067548}"
02162035, "{02161000}"
06930060, "{06930000}"
09472050, "{09471550}"
09353800, "{09352900}"
09479350, "{09474000}"
02298123, "{02298110}"
08022500, "{08022040}"
08041000, "{08040600}"
08200720, "{08200000}"
06480000, "{06479770}"
07105530, "{07105500}"
04148295, "{041482663}"
13181000, "{13176400}"
08047000, "{08045995}"
08088610, "{08088000}"
094196783, "{094196781}"
05528100, "{05528000}"
11451300, "{11451100}"
05592500, "{05592100}"
06790500, "{06786000}"
02423500, "{02423496}"
09512500, "{09512450}"
02413210, "{02413000}"
04084445, "{04082400}"
02095271, "{02095181}"
06853500, "{06853020}"
02217500, "{02217475}"
12113346, "{12113347}"
06340000, "{}"
03461500, "{03460795}"
06025500, "{06025250}"
03261500, "{03260706}"
01500500, "{01500000}"
02369000, "{02368500}"
09330000, "{09329050}"
02316000, "{02315920}"
06884000, "{06883000}"
05014500, "{05014300}"
10039500, "{10038000}"
02458502, "{02458300}"
02097517, "{02097464}"
03532000, "{03531500}"
04273500, "{}"
10315500, "{10313900}"
08287000, "{08286500}"
02197830, "{02197598}"
09484500, "{09484000}"
08407000, "{08406500}"
06600500, "{06600100}"
02338500, "{02338000}"
01017000, "{01015800}"
03083500, "{03082500}"
06935890, "{06935850}"
06768035, "{06768025}"
06185110, "{06183450}"
06935770, "{06935755}"
01643000, "{01642190}"
07099060, "{07099050}"
09371000, "{}"
07018500, "{07018100}"
01480000, "{01479820}"
02301990, "{02301900}"
09415927, "{09415920}"
12413355, "{12413210}"
03434500, "{03433500}"
06425100, "{06424000}"
03290500, "{03290080}"
04223000, "{04221000}"
11475000, "{11473900}"
08100000, "{08099500}"
05458500, "{05458300}"
13342340, "{13342295}"
05490600, "{05490500}"
01168500, "{01168250}"
08117705, "{08117500}"
06713500, "{06713000}"
02312600, "{02312598}"
06891500, "{06891260}"
07327550, "{07327447}"
05531045, "{}"
04097540, "{040975299}"
09371520, "{09371492}"
02217297, "{02217274}"
01105608, "{01105600}"
06923950, "{06923940}"
05382000, "{053813595}"
07166500, "{07165750}"
09482000, "{09481740}"
03219500, "{03217500}"
03045000, "{03044810}"
01437500, "{01436690}"
08158860, "{08158840}"
09146200, "{09146020}"
09337500, "{09337000}"
02203518, "{02203000}"
08329928, "{08329918}"
02318000, "{02317797}"
03490000, "{03488000}"
14046000, "{14044000}"
14369500, "{14366000}"
03234300, "{03234000}"
08181480, "{08181400}"
07335790, "{07335700}"
02355350, "{02354800}"
01572190, "{01572025}"
06709530, "{06709000}"
09413000, "{09410100}"
041482663, "{}"
06329500, "{06327500}"
09486520, "{09486500}"
03047000, "{03045000}"
04181500, "{04180988}"
01113895, "{01112500}"
05066500, "{05065500}"
07241550, "{07241520}"
07197000, "{07196900}"
01054000, "{01053600}"
05316500, "{05315000}"
10224000, "{10219000}"
02477500, "{02477000}"
07182510, "{07182390}"
03103500, "{03102850}"
07288500, "{07288280}"
13038500, "{13037500}"
11304810, "{11303500}"
01117420, "{01117370}"
07261000, "{07260990}"
08447000, "{08446500}"
01464720, "{01464645}"
13118975, "{13119000}"
10312275, "{10312150}"
07325850, "{07325840}"
02231000, "{02228500}"
06917060, "{06917000}"
05454300, "{05454220}"
02266500, "{02266496}"
07324200, "{07316500}"
09498502, "{09498501}"
08385630, "{08385522}"
05385000, "{05383950}"
13348000, "{13346800}"
04189131, "{04189000}"
08084200, "{08084000}"
11179100, "{11179000}"
10301745, "{10301720}"
07195430, "{07195400}"
08343500, "{}"
07036100, "{07035800}"
10309010, "{10309000}"
06884025, "{06884000}"
12452500, "{12451000}"
06926080, "{06926000}"
06882510, "{06882000}"
07241520, "{07241000}"
07099238, "{07099230}"
06077200, "{06076690}"
06483500, "{06483290}"
02385170, "{02385500}"
06428500, "{}"
08053500, "{08053430}"
02306000, "{02305851}"
01585219, "{01585200}"
11476500, "{11475800}"
06861000, "{06860000}"
02202500, "{02202190}"
04124200, "{04124000}"
04190000, "{04189260}"
04099750, "{04099510}"
01570000, "{01569460}"
03039000, "{03038000}"
03287250, "{03287000}"
394839104570300, "{394329104490101}"
07239700, "{07239500}"
02297310, "{02297155}"
01575500, "{01574500}"
05464780, "{05464500}"
06012500, "{06006000}"
04280000, "{}"
06023000, "{06020600}"
12419000, "{12417650}"
03298000, "{03297900}"
14377100, "{14375100}"
10349849, "{10349300}"
02294898, "{02294650}"
01472810, "{01472620}"
06905500, "{06904500}"
06481500, "{06481480}"
02323566, "{02323000}"
